exp = experimento, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 16, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 42236506, OMP = 367931050
exp = experimento, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 16, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 40782975, OMP = 354294853
exp = experimento, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 16, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 40586318, OMP = 366676319
exp = experimento, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 16, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 40353212, OMP = 358085920
exp = experimento, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 16, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 40819379, OMP = 368050426
exp = experimento, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 16, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 40103640, OMP = 365549681
exp = experimento, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 16, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 41305658, OMP = 360333094
exp = experimento, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 16, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 40638075, OMP = 372515851
exp = experimento, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 16, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 41404224, OMP = 366395216
exp = experimento, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 16, num_threads = 8,
version = OMP, num_threads = 8, N = 8388608, ORIG = 40658408, OMP = 359206557
