exp = experimento, execution = 1, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 40508981, OMP = 632020730
exp = experimento, execution = 2, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 41938089, OMP = 621300395
exp = experimento, execution = 3, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 41119540, OMP = 617037045
exp = experimento, execution = 4, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 41915750, OMP = 605231021
exp = experimento, execution = 5, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 40288801, OMP = 621333147
exp = experimento, execution = 6, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 41295389, OMP = 629192648
exp = experimento, execution = 7, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 41224635, OMP = 635137551
exp = experimento, execution = 8, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 40812144, OMP = 503056688
exp = experimento, execution = 9, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 41489663, OMP = 631301844
exp = experimento, execution = 10, benchmark = vectoradd, size_of_data = 8388608, schedule = STATIC, chunk_size = 256, num_threads = 2,
version = OMP, num_threads = 2, N = 8388608, ORIG = 42489374, OMP = 630693675
