exp = experimento, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 9238114, OMP = 25230902
exp = experimento, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 8009318, OMP = 26006743
exp = experimento, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 7224186, OMP = 25247809
exp = experimento, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 8810181, OMP = 25829937
exp = experimento, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 8032307, OMP = 26709357
exp = experimento, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 6474639, OMP = 26267731
exp = experimento, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 9023093, OMP = 27305572
exp = experimento, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 9067235, OMP = 25353102
exp = experimento, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 7114699, OMP = 27822027
exp = experimento, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = STATIC, chunk_size = 256, num_threads = 1,
version = OMP, num_threads = 1, N = 1048576, ORIG = 8525460, OMP = 34025442
