exp,execution,benchmark,size_of_data,schedule,chunk_size,num_threads,version,num_threads,N,ORIG,OMP
experimento,1,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,7206428,46371305
experimento,2,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,6909036,46731315
experimento,3,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,8876598,48265880
experimento,4,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,9768279,45757848
experimento,5,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,8347637,44958727
experimento,6,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,9125866,44486786
experimento,7,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,8691380,45964184
experimento,8,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,8531420,45272069
experimento,9,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,7833765,45418465
experimento,10,vectoradd,1048576,STATIC,32,4,OMP,4,1048576,8333208,47229602
experimento,1,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,7708320,47712767
experimento,2,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,8662589,48164308
experimento,3,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,8341908,50072231
experimento,4,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,8090807,46366259
experimento,5,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,8841320,46825377
experimento,6,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,6677364,47342286
experimento,7,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,6622409,46399044
experimento,8,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,6070524,48216740
experimento,9,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,6154548,47945339
experimento,10,vectoradd,1048576,STATIC,64,4,OMP,4,1048576,6297012,47969472
experimento,1,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6783342,45064610
experimento,2,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6223048,48107604
experimento,3,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6396789,47434569
experimento,4,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6896841,46051821
experimento,5,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6911501,47093018
experimento,6,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6760281,46782645
experimento,7,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6557386,49263502
experimento,8,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,6938026,49517473
experimento,9,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,8691493,46807084
experimento,10,vectoradd,1048576,STATIC,128,4,OMP,4,1048576,9036943,48620422
experimento,1,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,7041945,47469810
experimento,2,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,6726408,49486348
experimento,3,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,6607194,45939827
experimento,4,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,6456816,48086390
experimento,5,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,6544498,47043185
experimento,6,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,7064861,48295125
experimento,7,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,7332791,46451166
experimento,8,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,6965567,48239834
experimento,9,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,8236841,47205742
experimento,10,vectoradd,1048576,STATIC,256,4,OMP,4,1048576,8154769,49777386
experimento,1,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,7421754,7243919
experimento,2,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,8351992,5471263
experimento,3,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,8520614,7299504
experimento,4,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,7516183,7824498
experimento,5,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,9446925,7305868
experimento,6,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,6984305,7220242
experimento,7,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,5749096,7319674
experimento,8,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,7991176,7255739
experimento,9,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,6816900,9338640
experimento,10,vectoradd,1048576,DYNAMIC,16,4,OMP,4,1048576,5591825,10673502
experimento,1,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,8610793,7421462
experimento,2,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,6339967,6551312
experimento,3,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,9027236,7362016
experimento,4,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,6925632,5586555
experimento,5,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,7498318,10678930
experimento,6,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,6042873,7286681
experimento,7,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,9248095,10238740
experimento,8,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,5790836,5160953
experimento,9,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,7618022,7464715
experimento,10,vectoradd,1048576,DYNAMIC,32,4,OMP,4,1048576,8661399,6831218
experimento,1,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,9355048,7087068
experimento,2,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,7559135,6426940
experimento,3,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,6095982,6967305
experimento,4,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,8953948,6921993
experimento,5,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,6557736,9334097
experimento,6,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,5655293,6072030
experimento,7,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,8167467,6191749
experimento,8,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,6571655,7990649
experimento,9,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,7782519,6461085
experimento,10,vectoradd,1048576,DYNAMIC,64,4,OMP,4,1048576,8617824,8516813
experimento,1,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,7916090,9322330
experimento,2,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,6118112,10804219
experimento,3,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,8212061,8490972
experimento,4,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,6473110,5523008
experimento,5,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,6265505,10262249
experimento,6,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,8494049,7858678
experimento,7,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,8526924,7364155
experimento,8,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,7892187,8621808
experimento,9,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,8229698,7840610
experimento,10,vectoradd,1048576,DYNAMIC,128,4,OMP,4,1048576,6816148,6538333
experimento,1,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,8518567,6334337
experimento,2,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,6142681,7386101
experimento,3,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,8394899,5980904
experimento,4,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,5729475,7766675
experimento,5,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,5618631,7011281
experimento,6,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,8503193,6866748
experimento,7,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,6514406,6181874
experimento,8,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,6593936,9353544
experimento,9,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,8115550,7143751
experimento,10,vectoradd,1048576,DYNAMIC,256,4,OMP,4,1048576,8782411,8231591
experimento,1,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,8800931,4578037
experimento,2,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,7042917,6419407
experimento,3,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,7554387,6498702
experimento,4,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,7015908,6327716
experimento,5,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,8107251,11507078
experimento,6,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,6960487,6230230
experimento,7,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,8222039,7609348
experimento,8,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,5523530,7025578
experimento,9,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,6736568,8466609
experimento,10,vectoradd,1048576,GUIDED,16,4,OMP,4,1048576,7698946,6357367
experimento,1,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,8147822,7299555
experimento,2,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,8557167,6126037
experimento,3,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,8268562,6532040
experimento,4,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,7253946,6292651
experimento,5,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,7512654,7669305
experimento,6,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,7972943,7200725
experimento,7,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,7901697,8898106
experimento,8,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,8984011,6221378
experimento,9,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,7133662,7899272
experimento,10,vectoradd,1048576,GUIDED,32,4,OMP,4,1048576,8481233,6717009
experimento,1,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,8246333,7909832
experimento,2,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,6246508,8708330
experimento,3,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,5695528,8568222
experimento,4,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,9311117,6299103
experimento,5,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,8596574,6216191
experimento,6,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,8755796,6014434
experimento,7,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,5734989,8248407
experimento,8,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,5761000,6336782
experimento,9,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,8487465,7047682
experimento,10,vectoradd,1048576,GUIDED,64,4,OMP,4,1048576,8855418,5618782
experimento,1,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,7746849,6818143
experimento,2,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,8461023,8143035
experimento,3,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,7639572,4523204
experimento,4,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,8172320,6136546
experimento,5,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,6549471,6408732
experimento,6,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,8271729,7187980
experimento,7,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,8590447,7835523
experimento,8,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,6978139,12542337
experimento,9,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,9079248,9957998
experimento,10,vectoradd,1048576,GUIDED,128,4,OMP,4,1048576,6986733,7644598
experimento,1,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,7425106,9979896
experimento,2,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,8575160,7022091
experimento,3,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,6976182,7918830
experimento,4,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,8921929,6415352
experimento,5,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,8690396,6878208
experimento,6,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,8438244,6439397
experimento,7,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,5885483,10758353
experimento,8,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,5602531,10294912
experimento,9,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,5625232,7209470
experimento,10,vectoradd,1048576,GUIDED,256,4,OMP,4,1048576,8802000,9909125
experimento,1,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,9214358,44681576
experimento,2,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,7679378,45549141
experimento,3,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,6287180,45129745
experimento,4,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,8690868,46264521
experimento,5,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,9480885,44206708
experimento,6,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,8558138,44923911
experimento,7,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,8891171,47079979
experimento,8,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,6477321,44804224
experimento,9,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,8136741,45626519
experimento,10,vectoradd,1048576,STATIC,16,8,OMP,8,1048576,8277967,44857327
experimento,1,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,9281381,45856426
experimento,2,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,6350885,45101100
experimento,3,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,9213017,47242801
experimento,4,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,6730376,44546520
experimento,5,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,8428942,45586700
experimento,6,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,8647379,45413361
experimento,7,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,8377221,44120460
experimento,8,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,8152527,46281772
experimento,9,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,8489794,46220192
experimento,10,vectoradd,1048576,STATIC,32,8,OMP,8,1048576,8777565,44578894
experimento,1,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,7446870,44509748
experimento,2,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,7303539,44697565
experimento,3,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,8882680,46352273
experimento,4,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,7802761,45820869
experimento,5,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,6454550,45643578
experimento,6,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,8218951,45530026
experimento,7,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,8283687,45666967
experimento,8,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,8375984,47385480
experimento,9,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,8766734,44926157
experimento,10,vectoradd,1048576,STATIC,64,8,OMP,8,1048576,8538258,45317560
experimento,1,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,8166578,44848675
experimento,2,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,8236321,45388440
experimento,3,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,7461433,44142447
experimento,4,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,7623396,45761751
experimento,5,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,7809405,46324185
experimento,6,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,7869032,46043761
experimento,7,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,7903952,46187949
experimento,8,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,8487028,46778456
experimento,9,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,9175221,45277829
experimento,10,vectoradd,1048576,STATIC,128,8,OMP,8,1048576,6929146,46134911
experimento,1,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,7973628,44793224
experimento,2,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,6943891,45765397
experimento,3,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,6457656,44124622
experimento,4,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,6265198,46208094
experimento,5,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,8654373,45995220
experimento,6,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,6127022,44865845
experimento,7,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,7916418,44354350
experimento,8,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,8223419,44298687
experimento,9,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,8606713,41492609
experimento,10,vectoradd,1048576,STATIC,256,8,OMP,8,1048576,8127041,44779914
experimento,1,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,8852818,7233077
experimento,2,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,7648135,7273960
experimento,3,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,6731565,8731530
experimento,4,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,8396742,5084455
experimento,5,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,6191394,9010103
experimento,6,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,8275789,5864108
experimento,7,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,5620819,8980585
experimento,8,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,8843719,5119637
experimento,9,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,6180448,7567027
experimento,10,vectoradd,1048576,DYNAMIC,16,8,OMP,8,1048576,8217726,6945379
experimento,1,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,8103125,4965573
experimento,2,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,8256580,7196301
experimento,3,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,5699545,5172309
experimento,4,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,8435531,7423792
experimento,5,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,5541162,6706283
experimento,6,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,8634550,4572507
experimento,7,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,5544443,4684112
experimento,8,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,8196011,5385716
experimento,9,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,6818633,7949379
experimento,10,vectoradd,1048576,DYNAMIC,32,8,OMP,8,1048576,5560317,8289353
experimento,1,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,9222191,4914277
experimento,2,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,8223852,6886856
experimento,3,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,6755805,7637246
experimento,4,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,8983196,5032189
experimento,5,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,6216683,4260047
experimento,6,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,7703303,5992818
experimento,7,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,8606174,5033661
experimento,8,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,6441038,8442430
experimento,9,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,8274475,4468956
experimento,10,vectoradd,1048576,DYNAMIC,64,8,OMP,8,1048576,7233148,7811444
experimento,1,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,6500315,6632626
experimento,2,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,8424919,6437317
experimento,3,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,6040438,7080992
experimento,4,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,8788725,4296202
experimento,5,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,7422182,4178732
experimento,6,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,7964828,5985611
experimento,7,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,8839948,4403997
experimento,8,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,6145118,7887317
experimento,9,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,6576651,7528444
experimento,10,vectoradd,1048576,DYNAMIC,128,8,OMP,8,1048576,6706527,8089423
experimento,1,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,8981287,6408674
experimento,2,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,8301268,6942985
experimento,3,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,6870581,7542630
experimento,4,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,8413550,4791772
experimento,5,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,6146912,7578903
experimento,6,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,9849505,4217851
experimento,7,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,9134218,5488441
experimento,8,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,8477866,5614701
experimento,9,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,5641908,8680608
experimento,10,vectoradd,1048576,DYNAMIC,256,8,OMP,8,1048576,6836894,5394148
experimento,1,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,10240359,4009222
experimento,2,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,8858763,5815481
experimento,3,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,5592482,6396522
experimento,4,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,9018553,7041303
experimento,5,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,8622998,4071845
experimento,6,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,8831101,3954625
experimento,7,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,8635081,6718847
experimento,8,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,6893794,5866294
experimento,9,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,9055123,4032246
experimento,10,vectoradd,1048576,GUIDED,16,8,OMP,8,1048576,6743993,4030869
experimento,1,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,9381047,4059831
experimento,2,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,8871757,6038818
experimento,3,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,7507184,4108679
experimento,4,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,8467529,6300726
experimento,5,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,8430287,6303639
experimento,6,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,5613804,6567778
experimento,7,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,8433844,4148730
experimento,8,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,5711318,4521381
experimento,9,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,9380650,6962366
experimento,10,vectoradd,1048576,GUIDED,32,8,OMP,8,1048576,8196648,6551277
experimento,1,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,8000117,5677145
experimento,2,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,9075156,4016603
experimento,3,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,6458737,7872570
experimento,4,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,6254469,7420136
experimento,5,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,5524940,7151789
experimento,6,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,8727068,4112842
experimento,7,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,5627559,4131034
experimento,8,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,8741495,5807088
experimento,9,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,8888173,4606965
experimento,10,vectoradd,1048576,GUIDED,64,8,OMP,8,1048576,7781931,4048057
experimento,1,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,8446283,4015346
experimento,2,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,6201583,3999663
experimento,3,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,7201869,5919112
experimento,4,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,7563529,7285474
experimento,5,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,5544895,7417639
experimento,6,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,8792468,4909501
experimento,7,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,7208054,4010037
experimento,8,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,6929206,5371397
experimento,9,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,8369629,4172319
experimento,10,vectoradd,1048576,GUIDED,128,8,OMP,8,1048576,6144381,3996191
experimento,1,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,7854873,5360458
experimento,2,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,8913462,4226713
experimento,3,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,5906697,4083910
experimento,4,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,7918593,4928038
experimento,5,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,6175617,6466050
experimento,6,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,6499582,4019745
experimento,7,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,9099031,5986627
experimento,8,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,6613108,7079454
experimento,9,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,5974528,6559174
experimento,10,vectoradd,1048576,GUIDED,256,8,OMP,8,1048576,7810315,7620001
experimento,1,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,41193932,194242155
experimento,2,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,41230837,193649226
experimento,3,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,39875249,193593993
experimento,4,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,41309835,194269841
experimento,5,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,41591183,193103604
experimento,6,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,41331318,193637636
experimento,7,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,41080803,193784414
experimento,8,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,41293070,193745167
experimento,9,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,40600084,193245846
experimento,10,vectoradd,8388608,STATIC,16,1,OMP,1,8388608,40903206,193482133
experimento,1,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,42032131,193274273
experimento,2,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,42069699,193790300
experimento,3,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,41182119,192796817
experimento,4,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,40800567,197001869
experimento,5,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,41187414,193437742
experimento,6,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,41135753,193918431
experimento,7,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,40971272,193791686
experimento,8,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,40768271,193519736
experimento,9,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,40106177,192739731
experimento,10,vectoradd,8388608,STATIC,32,1,OMP,1,8388608,41153676,193126965
experimento,1,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,40993441,229667545
experimento,2,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,41295821,195865005
experimento,3,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,41273600,193450749
experimento,4,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,39722104,193217109
experimento,5,vectoradd,8388608,STATIC,64,1,OMP,1,8388608,42325691,191960993
