exp = experimento, execution = 1, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 7425106, OMP = 9979896
exp = experimento, execution = 2, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 8575160, OMP = 7022091
exp = experimento, execution = 3, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 6976182, OMP = 7918830
exp = experimento, execution = 4, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 8921929, OMP = 6415352
exp = experimento, execution = 5, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 8690396, OMP = 6878208
exp = experimento, execution = 6, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 8438244, OMP = 6439397
exp = experimento, execution = 7, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 5885483, OMP = 10758353
exp = experimento, execution = 8, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 5602531, OMP = 10294912
exp = experimento, execution = 9, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 5625232, OMP = 7209470
exp = experimento, execution = 10, benchmark = vectoradd, size_of_data = 1048576, schedule = GUIDED, chunk_size = 256, num_threads = 4,
version = OMP, num_threads = 4, N = 1048576, ORIG = 8802000, OMP = 9909125
